@ATTRIBUTE "r0c0" { 0,1 }
@ATTRIBUTE "r0c1" { 0,1 }
@ATTRIBUTE "r0c2" { 0,1 }
@ATTRIBUTE "r0c3" { 0,1 }
@ATTRIBUTE "r0c4" { 0,1 }
@ATTRIBUTE "r0c5" { 0,1 }
@ATTRIBUTE "r0c6" { 0,1 }
@ATTRIBUTE "r0c7" { 0,1 }
@ATTRIBUTE "r0c8" { 0,1 }
@ATTRIBUTE "r0c9" { 0,1 }
@ATTRIBUTE "r0c10" { 0,1 }
@ATTRIBUTE "r0c11" { 0,1 }
@ATTRIBUTE "r0c12" { 0,1 }
@ATTRIBUTE "r0c13" { 0,1 }
@ATTRIBUTE "r0c14" { 0,1 }
@ATTRIBUTE "r0c15" { 0,1 }
@ATTRIBUTE "r1c0" { 0,1 }
@ATTRIBUTE "r1c1" { 0,1 }
@ATTRIBUTE "r1c2" { 0,1 }
@ATTRIBUTE "r1c3" { 0,1 }
@ATTRIBUTE "r1c4" { 0,1 }
@ATTRIBUTE "r1c5" { 0,1 }
@ATTRIBUTE "r1c6" { 0,1 }
@ATTRIBUTE "r1c7" { 0,1 }
@ATTRIBUTE "r1c8" { 0,1 }
@ATTRIBUTE "r1c9" { 0,1 }
@ATTRIBUTE "r1c10" { 0,1 }
@ATTRIBUTE "r1c11" { 0,1 }
@ATTRIBUTE "r1c12" { 0,1 }
@ATTRIBUTE "r1c13" { 0,1 }
@ATTRIBUTE "r1c14" { 0,1 }
@ATTRIBUTE "r1c15" { 0,1 }
@ATTRIBUTE "r2c0" { 0,1 }
@ATTRIBUTE "r2c1" { 0,1 }
@ATTRIBUTE "r2c2" { 0,1 }
@ATTRIBUTE "r2c3" { 0,1 }
@ATTRIBUTE "r2c4" { 0,1 }
@ATTRIBUTE "r2c5" { 0,1 }
@ATTRIBUTE "r2c6" { 0,1 }
@ATTRIBUTE "r2c7" { 0,1 }
@ATTRIBUTE "r2c8" { 0,1 }
@ATTRIBUTE "r2c9" { 0,1 }
@ATTRIBUTE "r2c10" { 0,1 }
@ATTRIBUTE "r2c11" { 0,1 }
@ATTRIBUTE "r2c12" { 0,1 }
@ATTRIBUTE "r2c13" { 0,1 }
@ATTRIBUTE "r2c14" { 0,1 }
@ATTRIBUTE "r2c15" { 0,1 }
@ATTRIBUTE "r3c0" { 0,1 }
@ATTRIBUTE "r3c1" { 0,1 }
@ATTRIBUTE "r3c2" { 0,1 }
@ATTRIBUTE "r3c3" { 0,1 }
@ATTRIBUTE "r3c4" { 0,1 }
@ATTRIBUTE "r3c5" { 0,1 }
@ATTRIBUTE "r3c6" { 0,1 }
@ATTRIBUTE "r3c7" { 0,1 }
@ATTRIBUTE "r3c8" { 0,1 }
@ATTRIBUTE "r3c9" { 0,1 }
@ATTRIBUTE "r3c10" { 0,1 }
@ATTRIBUTE "r3c11" { 0,1 }
@ATTRIBUTE "r3c12" { 0,1 }
@ATTRIBUTE "r3c13" { 0,1 }
@ATTRIBUTE "r3c14" { 0,1 }
@ATTRIBUTE "r3c15" { 0,1 }
@ATTRIBUTE "r4c0" { 0,1 }
@ATTRIBUTE "r4c1" { 0,1 }
@ATTRIBUTE "r4c2" { 0,1 }
@ATTRIBUTE "r4c3" { 0,1 }
@ATTRIBUTE "r4c4" { 0,1 }
@ATTRIBUTE "r4c5" { 0,1 }
@ATTRIBUTE "r4c6" { 0,1 }
@ATTRIBUTE "r4c7" { 0,1 }
@ATTRIBUTE "r4c8" { 0,1 }
@ATTRIBUTE "r4c9" { 0,1 }
@ATTRIBUTE "r4c10" { 0,1 }
@ATTRIBUTE "r4c11" { 0,1 }
@ATTRIBUTE "r4c12" { 0,1 }
@ATTRIBUTE "r4c13" { 0,1 }
@ATTRIBUTE "r4c14" { 0,1 }
@ATTRIBUTE "r4c15" { 0,1 }
@ATTRIBUTE "r5c0" { 0,1 }
@ATTRIBUTE "r5c1" { 0,1 }
@ATTRIBUTE "r5c2" { 0,1 }
@ATTRIBUTE "r5c3" { 0,1 }
@ATTRIBUTE "r5c4" { 0,1 }
@ATTRIBUTE "r5c5" { 0,1 }
@ATTRIBUTE "r5c6" { 0,1 }
@ATTRIBUTE "r5c7" { 0,1 }
@ATTRIBUTE "r5c8" { 0,1 }
@ATTRIBUTE "r5c9" { 0,1 }
@ATTRIBUTE "r5c10" { 0,1 }
@ATTRIBUTE "r5c11" { 0,1 }
@ATTRIBUTE "r5c12" { 0,1 }
@ATTRIBUTE "r5c13" { 0,1 }
@ATTRIBUTE "r5c14" { 0,1 }
@ATTRIBUTE "r5c15" { 0,1 }
@ATTRIBUTE "r6c0" { 0,1 }
@ATTRIBUTE "r6c1" { 0,1 }
@ATTRIBUTE "r6c2" { 0,1 }
@ATTRIBUTE "r6c3" { 0,1 }
@ATTRIBUTE "r6c4" { 0,1 }
@ATTRIBUTE "r6c5" { 0,1 }
@ATTRIBUTE "r6c6" { 0,1 }
@ATTRIBUTE "r6c7" { 0,1 }
@ATTRIBUTE "r6c8" { 0,1 }
@ATTRIBUTE "r6c9" { 0,1 }
@ATTRIBUTE "r6c10" { 0,1 }
@ATTRIBUTE "r6c11" { 0,1 }
@ATTRIBUTE "r6c12" { 0,1 }
@ATTRIBUTE "r6c13" { 0,1 }
@ATTRIBUTE "r6c14" { 0,1 }
@ATTRIBUTE "r6c15" { 0,1 }
@ATTRIBUTE "r7c0" { 0,1 }
@ATTRIBUTE "r7c1" { 0,1 }
@ATTRIBUTE "r7c2" { 0,1 }
@ATTRIBUTE "r7c3" { 0,1 }
@ATTRIBUTE "r7c4" { 0,1 }
@ATTRIBUTE "r7c5" { 0,1 }
@ATTRIBUTE "r7c6" { 0,1 }
@ATTRIBUTE "r7c7" { 0,1 }
@ATTRIBUTE "r7c8" { 0,1 }
@ATTRIBUTE "r7c9" { 0,1 }
@ATTRIBUTE "r7c10" { 0,1 }
@ATTRIBUTE "r7c11" { 0,1 }
@ATTRIBUTE "r7c12" { 0,1 }
@ATTRIBUTE "r7c13" { 0,1 }
@ATTRIBUTE "r7c14" { 0,1 }
@ATTRIBUTE "r7c15" { 0,1 }
@ATTRIBUTE "r8c0" { 0,1 }
@ATTRIBUTE "r8c1" { 0,1 }
@ATTRIBUTE "r8c2" { 0,1 }
@ATTRIBUTE "r8c3" { 0,1 }
@ATTRIBUTE "r8c4" { 0,1 }
@ATTRIBUTE "r8c5" { 0,1 }
@ATTRIBUTE "r8c6" { 0,1 }
@ATTRIBUTE "r8c7" { 0,1 }
@ATTRIBUTE "r8c8" { 0,1 }
@ATTRIBUTE "r8c9" { 0,1 }
@ATTRIBUTE "r8c10" { 0,1 }
@ATTRIBUTE "r8c11" { 0,1 }
@ATTRIBUTE "r8c12" { 0,1 }
@ATTRIBUTE "r8c13" { 0,1 }
@ATTRIBUTE "r8c14" { 0,1 }
@ATTRIBUTE "r8c15" { 0,1 }
@ATTRIBUTE "r9c0" { 0,1 }
@ATTRIBUTE "r9c1" { 0,1 }
@ATTRIBUTE "r9c2" { 0,1 }
@ATTRIBUTE "r9c3" { 0,1 }
@ATTRIBUTE "r9c4" { 0,1 }
@ATTRIBUTE "r9c5" { 0,1 }
@ATTRIBUTE "r9c6" { 0,1 }
@ATTRIBUTE "r9c7" { 0,1 }
@ATTRIBUTE "r9c8" { 0,1 }
@ATTRIBUTE "r9c9" { 0,1 }
@ATTRIBUTE "r9c10" { 0,1 }
@ATTRIBUTE "r9c11" { 0,1 }
@ATTRIBUTE "r9c12" { 0,1 }
@ATTRIBUTE "r9c13" { 0,1 }
@ATTRIBUTE "r9c14" { 0,1 }
@ATTRIBUTE "r9c15" { 0,1 }
@ATTRIBUTE "r10c0" { 0,1 }
@ATTRIBUTE "r10c1" { 0,1 }
@ATTRIBUTE "r10c2" { 0,1 }
@ATTRIBUTE "r10c3" { 0,1 }
@ATTRIBUTE "r10c4" { 0,1 }
@ATTRIBUTE "r10c5" { 0,1 }
@ATTRIBUTE "r10c6" { 0,1 }
@ATTRIBUTE "r10c7" { 0,1 }
@ATTRIBUTE "r10c8" { 0,1 }
@ATTRIBUTE "r10c9" { 0,1 }
@ATTRIBUTE "r10c10" { 0,1 }
@ATTRIBUTE "r10c11" { 0,1 }
@ATTRIBUTE "r10c12" { 0,1 }
@ATTRIBUTE "r10c13" { 0,1 }
@ATTRIBUTE "r10c14" { 0,1 }
@ATTRIBUTE "r10c15" { 0,1 }
@ATTRIBUTE "r11c0" { 0,1 }
@ATTRIBUTE "r11c1" { 0,1 }
@ATTRIBUTE "r11c2" { 0,1 }
@ATTRIBUTE "r11c3" { 0,1 }
@ATTRIBUTE "r11c4" { 0,1 }
@ATTRIBUTE "r11c5" { 0,1 }
@ATTRIBUTE "r11c6" { 0,1 }
@ATTRIBUTE "r11c7" { 0,1 }
@ATTRIBUTE "r11c8" { 0,1 }
@ATTRIBUTE "r11c9" { 0,1 }
@ATTRIBUTE "r11c10" { 0,1 }
@ATTRIBUTE "r11c11" { 0,1 }
@ATTRIBUTE "r11c12" { 0,1 }
@ATTRIBUTE "r11c13" { 0,1 }
@ATTRIBUTE "r11c14" { 0,1 }
@ATTRIBUTE "r11c15" { 0,1 }
@ATTRIBUTE "r12c0" { 0,1 }
@ATTRIBUTE "r12c1" { 0,1 }
@ATTRIBUTE "r12c2" { 0,1 }
@ATTRIBUTE "r12c3" { 0,1 }
@ATTRIBUTE "r12c4" { 0,1 }
@ATTRIBUTE "r12c5" { 0,1 }
@ATTRIBUTE "r12c6" { 0,1 }
@ATTRIBUTE "r12c7" { 0,1 }
@ATTRIBUTE "r12c8" { 0,1 }
@ATTRIBUTE "r12c9" { 0,1 }
@ATTRIBUTE "r12c10" { 0,1 }
@ATTRIBUTE "r12c11" { 0,1 }
@ATTRIBUTE "r12c12" { 0,1 }
@ATTRIBUTE "r12c13" { 0,1 }
@ATTRIBUTE "r12c14" { 0,1 }
@ATTRIBUTE "r12c15" { 0,1 }
@ATTRIBUTE "r13c0" { 0,1 }
@ATTRIBUTE "r13c1" { 0,1 }
@ATTRIBUTE "r13c2" { 0,1 }
@ATTRIBUTE "r13c3" { 0,1 }
@ATTRIBUTE "r13c4" { 0,1 }
@ATTRIBUTE "r13c5" { 0,1 }
@ATTRIBUTE "r13c6" { 0,1 }
@ATTRIBUTE "r13c7" { 0,1 }
@ATTRIBUTE "r13c8" { 0,1 }
@ATTRIBUTE "r13c9" { 0,1 }
@ATTRIBUTE "r13c10" { 0,1 }
@ATTRIBUTE "r13c11" { 0,1 }
@ATTRIBUTE "r13c12" { 0,1 }
@ATTRIBUTE "r13c13" { 0,1 }
@ATTRIBUTE "r13c14" { 0,1 }
@ATTRIBUTE "r13c15" { 0,1 }
@ATTRIBUTE "r14c0" { 0,1 }
@ATTRIBUTE "r14c1" { 0,1 }
@ATTRIBUTE "r14c2" { 0,1 }
@ATTRIBUTE "r14c3" { 0,1 }
@ATTRIBUTE "r14c4" { 0,1 }
@ATTRIBUTE "r14c5" { 0,1 }
@ATTRIBUTE "r14c6" { 0,1 }
@ATTRIBUTE "r14c7" { 0,1 }
@ATTRIBUTE "r14c8" { 0,1 }
@ATTRIBUTE "r14c9" { 0,1 }
@ATTRIBUTE "r14c10" { 0,1 }
@ATTRIBUTE "r14c11" { 0,1 }
@ATTRIBUTE "r14c12" { 0,1 }
@ATTRIBUTE "r14c13" { 0,1 }
@ATTRIBUTE "r14c14" { 0,1 }
@ATTRIBUTE "r14c15" { 0,1 }
@ATTRIBUTE "r15c0" { 0,1 }
@ATTRIBUTE "r15c1" { 0,1 }
@ATTRIBUTE "r15c2" { 0,1 }
@ATTRIBUTE "r15c3" { 0,1 }
@ATTRIBUTE "r15c4" { 0,1 }
@ATTRIBUTE "r15c5" { 0,1 }
@ATTRIBUTE "r15c6" { 0,1 }
@ATTRIBUTE "r15c7" { 0,1 }
@ATTRIBUTE "r15c8" { 0,1 }
@ATTRIBUTE "r15c9" { 0,1 }
@ATTRIBUTE "r15c10" { 0,1 }
@ATTRIBUTE "r15c11" { 0,1 }
@ATTRIBUTE "r15c12" { 0,1 }
@ATTRIBUTE "r15c13" { 0,1 }
@ATTRIBUTE "r15c14" { 0,1 }
@ATTRIBUTE "r15c15" { 0,1 }
@ATTRIBUTE "zero" { 0,1 }
@ATTRIBUTE "one" { 0,1 }
@ATTRIBUTE "two" { 0,1 }
@ATTRIBUTE "three" { 0,1 }
@ATTRIBUTE "four" { 0,1 }
@ATTRIBUTE "five" { 0,1 }
@ATTRIBUTE "six" { 0,1 }
@ATTRIBUTE "seven" { 0,1 }
@ATTRIBUTE "eight" { 0,1 }
@ATTRIBUTE "nine" { 0,1 }
@DATA
0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
